dialogue_id,context,question,answer,answer_start,evidence_turn,evidence_utterance
tr_754,What a great weekend that was ! My feelings exactly . I really enjoy the beach in the summer . I couldn't agree with you more . We should come here more often . You are absolutely right . I'd like to come back next weekend . That's exactly the way I feel .,The target utterance is 'That's exactly the way I feel .'. What is the causal span that triggers the emotion happiness?,What a great weekend that was !,0,1.0,What a great weekend that was !
tr_4110,"Oh , it's getting late . I've got to run . It was nice talking to you , karren .","The target utterance is 'Oh , it's getting late . I've got to run . It was nice talking to you , karren .'. What is the causal span that triggers the emotion happiness?",It was nice talking to you,43,1.0,"Oh , it's getting late . I've got to run . It was nice talking to you , karren ."
tr_4110,"Oh , it's getting late . I've got to run . It was nice talking to you , karren . Thanks , Tim . Nice meeting you , too .","The target utterance is 'Thanks , Tim . Nice meeting you , too .'. What is the causal span that triggers the emotion happiness?",It was nice talking to you,43,1.0,"Oh , it's getting late . I've got to run . It was nice talking to you , karren ."
tr_4110,"Oh , it's getting late . I've got to run . It was nice talking to you , karren . Thanks , Tim . Nice meeting you , too . I guess we'll see each other around .",The target utterance is 'I guess we'll see each other around .'. What is the causal span that triggers the emotion happiness?,It was nice talking to you,43,1.0,"Oh , it's getting late . I've got to run . It was nice talking to you , karren ."
tr_4110,"Oh , it's getting late . I've got to run . It was nice talking to you , karren . Thanks , Tim . Nice meeting you , too . I guess we'll see each other around . Yeah , I hope so . Well , take it easy .","The target utterance is 'Yeah , I hope so . Well , take it easy .'. What is the causal span that triggers the emotion happiness?",It was nice talking to you,43,1.0,"Oh , it's getting late . I've got to run . It was nice talking to you , karren ."
tr_4110,"Oh , it's getting late . I've got to run . It was nice talking to you , karren . Thanks , Tim . Nice meeting you , too . I guess we'll see each other around . Yeah , I hope so . Well , take it easy . You too .",The target utterance is 'You too .'. What is the causal span that triggers the emotion happiness?,It was nice talking to you,43,1.0,"Oh , it's getting late . I've got to run . It was nice talking to you , karren ."
tr_3432,Haven't seen you for a long time,The target utterance is 'Haven't seen you for a long time'. What is the causal span that triggers the emotion happiness?,b,0,,
tr_3432,Haven't seen you for a long time I've been away on a vacation .,The target utterance is 'I've been away on a vacation .'. What is the causal span that triggers the emotion happiness?,Haven't seen you for a long time,0,1.0,Haven't seen you for a long time
tr_3432,Haven't seen you for a long time I've been away on a vacation . I bet you had a wonderful time,The target utterance is 'I bet you had a wonderful time'. What is the causal span that triggers the emotion happiness?,I've been away on a vacation .,33,2.0,I've been away on a vacation .
tr_3432,"Haven't seen you for a long time I've been away on a vacation . I bet you had a wonderful time Yeah , beautiful sunshine , pleasant scenery and many new friends","The target utterance is 'Yeah , beautiful sunshine , pleasant scenery and many new friends'. What is the causal span that triggers the emotion happiness?",I bet you had a wonderful time,64,3.0,I bet you had a wonderful time
tr_3432,"Haven't seen you for a long time I've been away on a vacation . I bet you had a wonderful time Yeah , beautiful sunshine , pleasant scenery and many new friends Sounds great",The target utterance is 'Sounds great'. What is the causal span that triggers the emotion happiness?,"Yeah , beautiful sunshine , pleasant scenery and many new friends",95,4.0,"Yeah , beautiful sunshine , pleasant scenery and many new friends"
tr_943,"how was school today , Dominic ? I hate school !",The target utterance is 'I hate school !'. What is the causal span that triggers the emotion disgust?,I hate school !,33,2.0,I hate school !
tr_943,"how was school today , Dominic ? I hate school ! why ? What happened ?",The target utterance is 'why ? What happened ?'. What is the causal span that triggers the emotion surprise?,I hate school !,33,2.0,I hate school !
tr_943,"how was school today , Dominic ? I hate school ! why ? What happened ? I messed up my mid-term exam so badly today !",The target utterance is 'I messed up my mid-term exam so badly today !'. What is the causal span that triggers the emotion disgust?,I messed up my mid-term exam so badly today !,71,4.0,I messed up my mid-term exam so badly today !
tr_943,"how was school today , Dominic ? I hate school ! why ? What happened ? I messed up my mid-term exam so badly today ! it's just one exam . Can you re-take the exam ? yes , but it's so humiliating ! I don't want my friends to know I failed !","The target utterance is 'yes , but it's so humiliating ! I don't want my friends to know I failed !'. What is the causal span that triggers the emotion disgust?",it's so humiliating !,175,6.0,"yes , but it's so humiliating ! I don't want my friends to know I failed !"
tr_3894,My goodness ! She is thirty seconds faster than the world record in 5000 metres race .,The target utterance is 'My goodness ! She is thirty seconds faster than the world record in 5000 metres race .'. What is the causal span that triggers the emotion surprise?,She is thirty seconds faster than the world record,14,1.0,My goodness ! She is thirty seconds faster than the world record in 5000 metres race .
tr_3894,"My goodness ! She is thirty seconds faster than the world record in 5000 metres race . Excuse me , what did you say ?","The target utterance is 'Excuse me , what did you say ?'. What is the causal span that triggers the emotion surprise?",She is thirty seconds faster than the world record,14,1.0,My goodness ! She is thirty seconds faster than the world record in 5000 metres race .
tr_3894,"My goodness ! She is thirty seconds faster than the world record in 5000 metres race . Excuse me , what did you say ? A Chinese girl has broken the world record in the Olympic Games .",The target utterance is 'A Chinese girl has broken the world record in the Olympic Games .'. What is the causal span that triggers the emotion happiness?,girl has broken the world record,128,3.0,A Chinese girl has broken the world record in the Olympic Games .
tr_3894,"My goodness ! She is thirty seconds faster than the world record in 5000 metres race . Excuse me , what did you say ? A Chinese girl has broken the world record in the Olympic Games . That's incredible . I can't believe it .",The target utterance is 'That's incredible . I can't believe it .'. What is the causal span that triggers the emotion surprise?,She is thirty seconds faster than the world record,14,1.0,My goodness ! She is thirty seconds faster than the world record in 5000 metres race .
tr_3894,"My goodness ! She is thirty seconds faster than the world record in 5000 metres race . Excuse me , what did you say ? A Chinese girl has broken the world record in the Olympic Games . That's incredible . I can't believe it . You have to . It is sure .",The target utterance is 'You have to . It is sure .'. What is the causal span that triggers the emotion happiness?,girl has broken the world record,128,3.0,A Chinese girl has broken the world record in the Olympic Games .
tr_3894,"My goodness ! She is thirty seconds faster than the world record in 5000 metres race . Excuse me , what did you say ? A Chinese girl has broken the world record in the Olympic Games . That's incredible . I can't believe it . You have to . It is sure . How amazing !",The target utterance is 'How amazing !'. What is the causal span that triggers the emotion surprise?,She is thirty seconds faster than the world record,14,1.0,My goodness ! She is thirty seconds faster than the world record in 5000 metres race .
tr_1561,You look like a basket case . I'm not surprised . What's the problem ? My brother in-law just dropped in from the states .,The target utterance is 'My brother in-law just dropped in from the states .'. What is the causal span that triggers the emotion disgust?,My brother in-law just dropped in from the states .,71,4.0,My brother in-law just dropped in from the states .
tr_1561,"You look like a basket case . I'm not surprised . What's the problem ? My brother in-law just dropped in from the states . Yeah , and ? I decided to put him up while he's here , big mistake !","The target utterance is 'I decided to put him up while he's here , big mistake !'. What is the causal span that triggers the emotion disgust?",My brother in-law just dropped in from the states .,71,4.0,My brother in-law just dropped in from the states .
tr_1561,"You look like a basket case . I'm not surprised . What's the problem ? My brother in-law just dropped in from the states . Yeah , and ? I decided to put him up while he's here , big mistake ! Why ? He's lazy . I tried being a good host , but if you give him an inch , he'll take a mile .","The target utterance is 'He's lazy . I tried being a good host , but if you give him an inch , he'll take a mile .'. What is the causal span that triggers the emotion disgust?",My brother in-law just dropped in from the states .,71,4.0,My brother in-law just dropped in from the states .
tr_4533,What are you doing ? What am I doing ? What am I doing ? Don ' t you know what day it is ? Mumm . no . It ' s only the day when the world ' s biggest sporting event is kicking off . What ? The World Cup ! The first match is today ! It ' s Mexico vs . South Africa ! It ' s going to be a really good match ! Both teams have a very strong offense and have skilled players . I think that South Africa,The target utterance is 'The World Cup ! The first match is today ! It ' s Mexico vs . South Africa ! It ' s going to be a really good match ! Both teams have a very strong offense and have skilled players . I think that South Africa'. What is the causal span that triggers the emotion happiness?,It ' s going to be a really good match !,266,6.0,The World Cup ! The first match is today ! It ' s Mexico vs . South Africa ! It ' s going to be a really good match ! Both teams have a very strong offense and have skilled players . I think that South Africa
tr_4533,What are you doing ? What am I doing ? What am I doing ? Don ' t you know what day it is ? Mumm . no . It ' s only the day when the world ' s biggest sporting event is kicking off . What ? The World Cup ! The first match is today ! It ' s Mexico vs . South Africa ! It ' s going to be a really good match ! Both teams have a very strong offense and have skilled players . I think that South Africa I have no idea what you ' re talking about . The only sporting event we watch at home is the Super Bowl .,The target utterance is 'I have no idea what you ' re talking about . The only sporting event we watch at home is the Super Bowl .'. What is the causal span that triggers the emotion surprise?,It ' s going to be a really good match !,266,6.0,The World Cup ! The first match is today ! It ' s Mexico vs . South Africa ! It ' s going to be a really good match ! Both teams have a very strong offense and have skilled players . I think that South Africa
tr_4533,"What are you doing ? What am I doing ? What am I doing ? Don ' t you know what day it is ? Mumm . no . It ' s only the day when the world ' s biggest sporting event is kicking off . What ? The World Cup ! The first match is today ! It ' s Mexico vs . South Africa ! It ' s going to be a really good match ! Both teams have a very strong offense and have skilled players . I think that South Africa I have no idea what you ' re talking about . The only sporting event we watch at home is the Super Bowl . This is bigger than the Super Bowl , man ! Teams from 32 countries compete against each other every four years and fight to win that trophy . They first start in a group stage with bigger groups , each g Sounds interesting , but soccer doesn ' t really appeal to me . Are you kidding ? Over seven hundred million people watched the final match of the World Cup ! It ' s a very exciting and nerve wracking sport ! Each nation is cheering on their team , hoping they will bec","The target utterance is 'Are you kidding ? Over seven hundred million people watched the final match of the World Cup ! It ' s a very exciting and nerve wracking sport ! Each nation is cheering on their team , hoping they will bec'. What is the causal span that triggers the emotion surprise?",soccer doesn ' t really appeal to me .,733,9.0,"Sounds interesting , but soccer doesn ' t really appeal to me ."
tr_4533,"What are you doing ? What am I doing ? What am I doing ? Don ' t you know what day it is ? Mumm . no . It ' s only the day when the world ' s biggest sporting event is kicking off . What ? The World Cup ! The first match is today ! It ' s Mexico vs . South Africa ! It ' s going to be a really good match ! Both teams have a very strong offense and have skilled players . I think that South Africa I have no idea what you ' re talking about . The only sporting event we watch at home is the Super Bowl . This is bigger than the Super Bowl , man ! Teams from 32 countries compete against each other every four years and fight to win that trophy . They first start in a group stage with bigger groups , each g Sounds interesting , but soccer doesn ' t really appeal to me . Are you kidding ? Over seven hundred million people watched the final match of the World Cup ! It ' s a very exciting and nerve wracking sport ! Each nation is cheering on their team , hoping they will bec All I know about soccer is that you can ' t use your hands and that players are always falling down , trying to get a free kick or penalty kick . It seems like a sissy sport to me !","The target utterance is 'All I know about soccer is that you can ' t use your hands and that players are always falling down , trying to get a free kick or penalty kick . It seems like a sissy sport to me !'. What is the causal span that triggers the emotion disgust?",It ' s a very exciting and nerve wracking sport !,867,10.0,"Are you kidding ? Over seven hundred million people watched the final match of the World Cup ! It ' s a very exciting and nerve wracking sport ! Each nation is cheering on their team , hoping they will bec"
tr_5297,"do you remember where you were for the terrorist attacks on 9-11 ? yes , I was in my apartment in Beijing . Where were you ? I was at home with my parents in New York City . really ? Did you see the hijacked planes crash into and destroy the twin towers ? I didn't see the crash itself , but I did see the smoke and everything afterwards from my parents ' apartment building . that must have been horrible . Did you go out at all that day to see what was going on ? no , we decided to stay in our apartment . With all the buses out of service and the underground trains at a halt , many people had no choice but to walk home . It was utter chaos . did you know anyone who worked in the World Trade Center ? yes , my uncle's firm had an office in one of the towers . did he survive ? unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower .","The target utterance is 'unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower .'. What is the causal span that triggers the emotion sadness?","unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower .",783,11.0,"unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower ."
tr_5297,"do you remember where you were for the terrorist attacks on 9-11 ? yes , I was in my apartment in Beijing . Where were you ? I was at home with my parents in New York City . really ? Did you see the hijacked planes crash into and destroy the twin towers ? I didn't see the crash itself , but I did see the smoke and everything afterwards from my parents ' apartment building . that must have been horrible . Did you go out at all that day to see what was going on ? no , we decided to stay in our apartment . With all the buses out of service and the underground trains at a halt , many people had no choice but to walk home . It was utter chaos . did you know anyone who worked in the World Trade Center ? yes , my uncle's firm had an office in one of the towers . did he survive ? unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower . I'm sorry . That must have really been a nightmarish day for you and your family .",The target utterance is 'I'm sorry . That must have really been a nightmarish day for you and your family .'. What is the causal span that triggers the emotion sadness?,He ended up dying in the tower .,836,11.0,"unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower ."
tr_5297,"do you remember where you were for the terrorist attacks on 9-11 ? yes , I was in my apartment in Beijing . Where were you ? I was at home with my parents in New York City . really ? Did you see the hijacked planes crash into and destroy the twin towers ? I didn't see the crash itself , but I did see the smoke and everything afterwards from my parents ' apartment building . that must have been horrible . Did you go out at all that day to see what was going on ? no , we decided to stay in our apartment . With all the buses out of service and the underground trains at a halt , many people had no choice but to walk home . It was utter chaos . did you know anyone who worked in the World Trade Center ? yes , my uncle's firm had an office in one of the towers . did he survive ? unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower . I'm sorry . That must have really been a nightmarish day for you and your family . it was . The hijackers didn't have any respect for human life not even their own .",The target utterance is 'it was . The hijackers didn't have any respect for human life not even their own .'. What is the causal span that triggers the emotion anger?,hijackers didn't have any respect for human life not even their own .,965,13.0,it was . The hijackers didn't have any respect for human life not even their own .
tr_19,"Can I help you ? I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . I'll certainly try to help you . What topic is your paper on ? My paper is on the influence of television on children . There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . Thank you for you help .",The target utterance is 'Thank you for you help .'. What is the causal span that triggers the emotion happiness?,There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television .,244,5.0,There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television .
tr_4248,Have you seen that house ?,The target utterance is 'Have you seen that house ?'. What is the causal span that triggers the emotion happiness?,b,0,,
tr_4248,"Have you seen that house ? Yes , it looks interesting .","The target utterance is 'Yes , it looks interesting .'. What is the causal span that triggers the emotion happiness?",it looks interesting .,33,2.0,"Yes , it looks interesting ."
tr_4248,"Have you seen that house ? Yes , it looks interesting . You're right . I love it very much .",The target utterance is 'You're right . I love it very much .'. What is the causal span that triggers the emotion happiness?,it looks interesting .,33,2.0,"Yes , it looks interesting ."
tr_4248,"Have you seen that house ? Yes , it looks interesting . You're right . I love it very much . It must be old . At least more than 100 years old . Let's enter it ! I can't open the door . It must be locked . Let me ask the old woman in that reception office . She can't answer you . She must be deaf . It must be a haunted house . Are you frightened ? Frightened ? You must be joking .",The target utterance is 'Frightened ? You must be joking .'. What is the causal span that triggers the emotion surprise?,Are you frightened ?,329,12.0,It must be a haunted house . Are you frightened ?
tr_2317,Where are you going this weekend ? I have no idea . Maybe I will sleep for the whole day . So boring ! Shall we go out for a picnic with my friends ?,The target utterance is 'So boring ! Shall we go out for a picnic with my friends ?'. What is the causal span that triggers the emotion happiness?,Shall we go out for a picnic with my friends ?,103,3.0,So boring ! Shall we go out for a picnic with my friends ?
tr_2317,Where are you going this weekend ? I have no idea . Maybe I will sleep for the whole day . So boring ! Shall we go out for a picnic with my friends ? Sounds interesting . Who are the other people ?,The target utterance is 'Sounds interesting . Who are the other people ?'. What is the causal span that triggers the emotion happiness?,Shall we go out for a picnic with my friends ?,103,3.0,So boring ! Shall we go out for a picnic with my friends ?
tr_2317,"Where are you going this weekend ? I have no idea . Maybe I will sleep for the whole day . So boring ! Shall we go out for a picnic with my friends ? Sounds interesting . Who are the other people ? Fred and David , my college class mates and Rachel .","The target utterance is 'Fred and David , my college class mates and Rachel .'. What is the causal span that triggers the emotion happiness?",Sounds interesting .,150,4.0,Sounds interesting . Who are the other people ?
tr_2317,"Where are you going this weekend ? I have no idea . Maybe I will sleep for the whole day . So boring ! Shall we go out for a picnic with my friends ? Sounds interesting . Who are the other people ? Fred and David , my college class mates and Rachel . Gorgeous ! What should I bring on that day ?",The target utterance is 'Gorgeous ! What should I bring on that day ?'. What is the causal span that triggers the emotion happiness?,Shall we go out for a picnic with my friends ?,103,3.0,So boring ! Shall we go out for a picnic with my friends ?
tr_2317,"Where are you going this weekend ? I have no idea . Maybe I will sleep for the whole day . So boring ! Shall we go out for a picnic with my friends ? Sounds interesting . Who are the other people ? Fred and David , my college class mates and Rachel . Gorgeous ! What should I bring on that day ? Your tent and enough food and water .",The target utterance is 'Your tent and enough food and water .'. What is the causal span that triggers the emotion happiness?,Shall we go out for a picnic with my friends ?,103,3.0,So boring ! Shall we go out for a picnic with my friends ?
tr_2317,"Where are you going this weekend ? I have no idea . Maybe I will sleep for the whole day . So boring ! Shall we go out for a picnic with my friends ? Sounds interesting . Who are the other people ? Fred and David , my college class mates and Rachel . Gorgeous ! What should I bring on that day ? Your tent and enough food and water . You mean , we can do many other things after the picnic , right ?","The target utterance is 'You mean , we can do many other things after the picnic , right ?'. What is the causal span that triggers the emotion happiness?",Shall we go out for a picnic with my friends ?,103,3.0,So boring ! Shall we go out for a picnic with my friends ?
tr_2317,"Where are you going this weekend ? I have no idea . Maybe I will sleep for the whole day . So boring ! Shall we go out for a picnic with my friends ? Sounds interesting . Who are the other people ? Fred and David , my college class mates and Rachel . Gorgeous ! What should I bring on that day ? Your tent and enough food and water . You mean , we can do many other things after the picnic , right ? We can go fishing , chatting and camping .","The target utterance is 'We can go fishing , chatting and camping .'. What is the causal span that triggers the emotion happiness?",Shall we go out for a picnic with my friends ?,103,3.0,So boring ! Shall we go out for a picnic with my friends ?
tr_2317,"Where are you going this weekend ? I have no idea . Maybe I will sleep for the whole day . So boring ! Shall we go out for a picnic with my friends ? Sounds interesting . Who are the other people ? Fred and David , my college class mates and Rachel . Gorgeous ! What should I bring on that day ? Your tent and enough food and water . You mean , we can do many other things after the picnic , right ? We can go fishing , chatting and camping . What are we waiting for ? Come on !",The target utterance is 'What are we waiting for ? Come on !'. What is the causal span that triggers the emotion happiness?,Shall we go out for a picnic with my friends ?,103,3.0,So boring ! Shall we go out for a picnic with my friends ?
tr_2317,"Where are you going this weekend ? I have no idea . Maybe I will sleep for the whole day . So boring ! Shall we go out for a picnic with my friends ? Sounds interesting . Who are the other people ? Fred and David , my college class mates and Rachel . Gorgeous ! What should I bring on that day ? Your tent and enough food and water . You mean , we can do many other things after the picnic , right ? We can go fishing , chatting and camping . What are we waiting for ? Come on ! Don't hurry . Wait for my call .",The target utterance is 'Don't hurry . Wait for my call .'. What is the causal span that triggers the emotion happiness?,Shall we go out for a picnic with my friends ?,103,3.0,So boring ! Shall we go out for a picnic with my friends ?
tr_1452,"It's a fine day today , isn't it ?","The target utterance is 'It's a fine day today , isn't it ?'. What is the causal span that triggers the emotion happiness?",It's a fine day today,0,1.0,"It's a fine day today , isn't it ?"
tr_1452,"It's a fine day today , isn't it ? Yes , it is . It ' s wonderful after the downpour .","The target utterance is 'Yes , it is . It ' s wonderful after the downpour .'. What is the causal span that triggers the emotion happiness?",It's a fine day today,0,1.0,"It's a fine day today , isn't it ?"
tr_1452,"It's a fine day today , isn't it ? Yes , it is . It ' s wonderful after the downpour . How nice seeing the sun back again ! The air is so fresh .",The target utterance is 'How nice seeing the sun back again ! The air is so fresh .'. What is the causal span that triggers the emotion happiness?,It's a fine day today,0,1.0,"It's a fine day today , isn't it ?"
tr_1452,"It's a fine day today , isn't it ? Yes , it is . It ' s wonderful after the downpour . How nice seeing the sun back again ! The air is so fresh . I hope it stays nice like this for a long period of time . Well , the weather is so unpredictable this time of year . You're right . We don't know what is going to be like tomorrow . Look ! It looks as if it is going to rain .",The target utterance is 'Look ! It looks as if it is going to rain .'. What is the causal span that triggers the emotion surprise?,It looks as if it is going to rain,336,7.0,Look ! It looks as if it is going to rain .
tr_3694,"Did you hear what happened to Mike in Accounts ? No . What ? He got arrested on Friday night and spent the night in jail . No . Really , what happened ?","The target utterance is 'No . Really , what happened ?'. What is the causal span that triggers the emotion surprise?",He got arrested on Friday night and spent the night in jail .,61,3.0,He got arrested on Friday night and spent the night in jail .
tr_3694,"Did you hear what happened to Mike in Accounts ? No . What ? He got arrested on Friday night and spent the night in jail . No . Really , what happened ? Well , it was all a big mistake , actually . He got home on Friday night really late , and apparently he'd been out drinking with some clients , so he was really drunk . Was he out with the guys from the bank ? Yes , I think so . Oh , yeah , they always get really drunk . Well , anyway , he'd somehow lost his wallet and his house keys , so he couldn't get in . He lives alone , you know . Oh , really . I thought he lived with his wife .","The target utterance is 'Oh , really . I thought he lived with his wife .'. What is the causal span that triggers the emotion surprise?","He lives alone , you know .",516,9.0,"Well , anyway , he'd somehow lost his wallet and his house keys , so he couldn't get in . He lives alone , you know ."
tr_3694,"Did you hear what happened to Mike in Accounts ? No . What ? He got arrested on Friday night and spent the night in jail . No . Really , what happened ? Well , it was all a big mistake , actually . He got home on Friday night really late , and apparently he'd been out drinking with some clients , so he was really drunk . Was he out with the guys from the bank ? Yes , I think so . Oh , yeah , they always get really drunk . Well , anyway , he'd somehow lost his wallet and his house keys , so he couldn't get in . He lives alone , you know . Oh , really . I thought he lived with his wife . No , she left him last year . Oh , really ? Do you know why ?","The target utterance is 'Oh , really ? Do you know why ?'. What is the causal span that triggers the emotion surprise?",she left him last year .,598,11.0,"No , she left him last year ."
tr_1711,"Are you ready to go the concert ? Yes . Should we go there by bus so we aren't late ? Actually , why don't we go there by bike ? We could get stuck in traffic if we travel by bus in rush hour .","The target utterance is 'Actually , why don't we go there by bike ? We could get stuck in traffic if we travel by bus in rush hour .'. What is the causal span that triggers the emotion happiness?","Actually , why don't we go there by bike ?",86,3.0,"Actually , why don't we go there by bike ? We could get stuck in traffic if we travel by bus in rush hour ."
tr_1711,"Are you ready to go the concert ? Yes . Should we go there by bus so we aren't late ? Actually , why don't we go there by bike ? We could get stuck in traffic if we travel by bus in rush hour . That's true . Cycling is good for our environment , too . Let me just get my helmet then .","The target utterance is 'That's true . Cycling is good for our environment , too . Let me just get my helmet then .'. What is the causal span that triggers the emotion happiness?","Actually , why don't we go there by bike ?",86,3.0,"Actually , why don't we go there by bike ? We could get stuck in traffic if we travel by bus in rush hour ."
tr_1711,"Are you ready to go the concert ? Yes . Should we go there by bus so we aren't late ? Actually , why don't we go there by bike ? We could get stuck in traffic if we travel by bus in rush hour . That's true . Cycling is good for our environment , too . Let me just get my helmet then . Is your helmet comfortable ?",The target utterance is 'Is your helmet comfortable ?'. What is the causal span that triggers the emotion happiness?,"Actually , why don't we go there by bike ?",86,3.0,"Actually , why don't we go there by bike ? We could get stuck in traffic if we travel by bus in rush hour ."
tr_1711,"Are you ready to go the concert ? Yes . Should we go there by bus so we aren't late ? Actually , why don't we go there by bike ? We could get stuck in traffic if we travel by bus in rush hour . That's true . Cycling is good for our environment , too . Let me just get my helmet then . Is your helmet comfortable ? Not really , but I liked the design , so I got it .","The target utterance is 'Not really , but I liked the design , so I got it .'. What is the causal span that triggers the emotion happiness?","I liked the design ,",331,6.0,"Not really , but I liked the design , so I got it ."
tr_1711,"Are you ready to go the concert ? Yes . Should we go there by bus so we aren't late ? Actually , why don't we go there by bike ? We could get stuck in traffic if we travel by bus in rush hour . That's true . Cycling is good for our environment , too . Let me just get my helmet then . Is your helmet comfortable ? Not really , but I liked the design , so I got it . Maybe you should think about getting a round helmet ; they're better .",The target utterance is 'Maybe you should think about getting a round helmet ; they're better .'. What is the causal span that triggers the emotion happiness?,you should think about getting a round helmet ; they're better .,372,7.0,Maybe you should think about getting a round helmet ; they're better .
